,log2exp,logFC,pval,FDR
Serpina3f,7.25043002064676,2.49765597574893,1.97775307423193e-07,5.32228195453043e-06
Cd8a,7.25397876439428,2.49464289504091,1.81828030113954e-14,2.2336226625202197e-12
Hdc,7.27483108825272,2.49374594308818,3.69477095421677e-08,1.1984969743177e-06
Ablim1,7.44254038776163,2.47249545751486,5.209707999968839e-13,4.488129612700429e-11
Il1a,10.3704906512425,2.45765372371146,5.41203836024652e-33,6.5274102659446e-30
Ifi204,8.51944514751908,2.45757394534983,1.8421983351086e-08,6.50011843401218e-07
Sh2d2a,7.27612440527424,2.44047190735464,5.621451955191401e-20,1.69499552476192e-17
Gimap4,7.27353661078508,2.43691680531844,1.68190523802237e-13,1.6407232935913798e-11
Nfkbiz,9.44980780938218,2.43344603570896,1.26097741114908e-16,2.49692347965892e-14
Satb1,7.27068466530611,2.42323678368547,1.78637741124814e-12,1.4451139704286e-10
Ccl3,9.4798784833872,2.39917062629782,0.0001435935046037,0.0013530220352114
Stat2,9.23003711956514,2.37865254648436,8.87782409770953e-14,9.13039475227227e-12
Arid5a,8.18944709213707,2.37371031103488,7.42216010016693e-14,7.79024803159541e-12
Gm4951,7.11294623627251,2.36195029792878,1.53535817856318e-08,5.50529647432369e-07
Nfkbia,12.9214225692229,2.3536783954925,8.27084751901942e-35,1.37161667543538e-31
AA467197,8.93422324907524,2.33291153469713,4.84076020119235e-12,3.64899804484198e-10
Cd3e,7.34207466799914,2.32904532506581,2.47729812947562e-12,1.95632823117578e-10
Mndal,9.2812539070163,2.32831073170885,2.05356827440222e-17,4.617744118049881e-15
Cd247,7.23095443483987,2.3110772045633,2.26220749479387e-14,2.7038474624712e-12
Tap1,11.1704945295237,2.30583250339584,2.7117559865133503e-14,3.15586549763795e-12
Gbp7,10.006764361191,2.28911818066508,7.7418538462087e-12,5.49257620201341e-10
S1pr1,7.51164285544617,2.28886493752815,1.4745946114797801e-15,2.27481938494213e-13
Ppp1r16b,7.37377144642178,2.28038567770912,3.12960028381587e-14,3.5487527320841995e-12
Gimap6,7.20137520266359,2.26879218865491,6.58709149518456e-14,7.10495470460273e-12
Sept1,7.51876242178022,2.2680884197706,5.898822536655619e-12,4.34775992187834e-10
Fos,12.4726626370936,-2.26186796028932,9.62028707242695e-58,3.19080871474721e-54
Il1b,10.2137117981057,2.26124655130926,6.501417755999771e-09,2.62171153096806e-07
Uty,7.02498571583305,2.25633790113881,4.03233232530242e-24,2.2290397066578e-21
H2-Q4,11.3757107101551,2.24817632943587,3.48627387416799e-14,3.91969453293108e-12
Ctsw,7.55836756260493,2.24373345399894,4.23296508330199e-17,9.057862541962501e-15
Gimap3,7.20110288044281,2.23714241157427,5.12645366629982e-12,3.84252320851976e-10
Gbp9,7.40998015200903,2.2191280116182,4.2052182808909104e-14,4.64921924438164e-12
Cxcl3,8.59590495834278,2.21893629813132,5.62146537029583e-07,1.31576086545493e-05
Osgin1,8.50122902434414,2.21765078748498,5.72597448355353e-12,4.2439387415254004e-10
Ciita,9.47188686187147,2.20182649022514,2.06982155282424e-08,7.16979700817733e-07
Il1f9,7.30435132166324,2.15364957589028,0.0001076683692487,0.0010675906239333
Eid3,7.89860138740394,2.15135617666637,6.465017498456161e-44,1.4295231192003e-40
Gzma,6.94047674257653,2.14058314549855,1.02861730119847e-12,8.63713021202538e-11
Slamf7,7.89178370321831,2.140202196,5.67713112589283e-07,1.32369944898454e-05
Btnl6,7.76252045991855,2.13288759077736,4.1332885594744497e-13,3.6793866751230096e-11
Rnf213,9.47043292338806,2.0997607654855,1.9433163509892299e-13,1.8548185632067698e-11
Ccl2,7.46958529305431,2.09735504155779,3.9324084633408e-09,1.70494323801119e-07
Kdm5d,6.8890813937588,2.09046168898357,9.93705810515918e-32,1.09862458234289e-28
Gm9758,6.87702844986442,-2.07558723833138,6.225644237637061e-09,2.53360803989972e-07
Cd3g,7.06159620943339,2.07506722580475,1.06879127183255e-10,6.3302025908046404e-09
Gramd3,6.95484253438016,2.06511886658832,1.42402809132442e-15,2.24911674852393e-13
Rel,10.1508491100079,2.06398495854354,3.2106988793397697e-22,1.46883938042071e-19
Itgam,8.43045255166553,2.0633521559161,3.7698561887425e-09,1.65064957280682e-07
Mx1,6.92588406689067,2.05853379727985,7.981916383145991e-09,3.10545702801167e-07
Cxcl2,9.96534339381562,2.03137773589827,3.15513975259016e-10,1.74413496240057e-08
Icos,7.00562454919388,2.01925548765353,3.56915144303514e-14,3.97915396594514e-12
Usp18,7.14210705730255,2.01047282170366,1.6571876631424e-09,8.05344642011363e-08
Cd3d,6.98156728190301,2.00852590555649,2.09973006400421e-13,1.9756821814995698e-11
